ward_id,year_month,predicted_density
E05011466,2024-10,0.79317117
E05011466,2024-11,0.79317117
E05011466,2024-12,0.8045325
E05011466,2025-01,0.9138796
E05011466,2025-02,0.79317117
E05011467,2024-08,1.4718959
E05011467,2024-09,1.430517
E05011467,2024-10,1.4471763
E05011467,2024-11,1.6478865
E05011467,2024-12,1.8049272
E05011467,2025-01,2.0532298
E05011467,2025-02,2.0034568
E05011468,2024-08,9.0982485
E05011468,2024-09,10.108524
E05011468,2024-10,9.493457
E05011468,2024-11,9.664149
E05011468,2024-12,9.470022
E05011468,2025-01,10.459347
E05011468,2025-02,9.881972
E05011469,2024-08,0.66859
E05011469,2024-09,0.70280194
E05011469,2024-10,0.7194613
E05011469,2024-11,0.7194613
E05011469,2024-12,0.7308227
E05011469,2025-01,0.7194613
E05011469,2025-02,0.7194613
E05011470,2024-08,1.4515531
E05011470,2024-09,1.4811654
E05011470,2024-10,1.6871737
E05011470,2024-11,1.6263711
E05011470,2024-12,1.5781025
E05011470,2025-01,1.6263711
E05011470,2025-02,1.6263711
E05011471,2024-08,1.0530744
E05011471,2024-09,1.1540434
E05011471,2024-10,1.1593415
E05011471,2024-11,1.1593415
E05011471,2024-12,1.1707028
E05011471,2025-01,1.3211416
E05011471,2025-02,1.1593415
E05011472,2024-08,4.367835
E05011472,2024-09,4.103198
E05011472,2024-10,3.7520807
E05011472,2024-11,3.8164148
E05011472,2024-12,3.8164148
E05011472,2025-01,4.574646
E05011472,2025-02,4.43319
E05011473,2024-08,1.0635501
E05011473,2024-09,1.1303133
E05011473,2024-10,1.1469727
E05011473,2024-11,1.0873427
E05011473,2024-12,1.0873427
E05011473,2025-01,1.0070648
E05011473,2025-02,1.0070648
E05011474,2024-08,0.6087623
E05011474,2024-09,0.64297426
E05011474,2024-10,0.65963364
E05011474,2024-11,0.65963364
E05011474,2024-12,0.670995
E05011474,2025-01,0.65963364
E05011474,2025-02,0.65963364
E05011475,2024-08,2.0234175
E05011475,2024-09,2.0601223
E05011475,2024-10,2.156606
E05011475,2024-11,2.0958033
E05011475,2024-12,2.1071646
E05011475,2025-01,1.868476
E05011475,2025-02,2.0483568
E05011476,2024-08,1.9644237
E05011476,2024-09,1.8465211
E05011476,2024-10,1.8935634
E05011476,2024-11,1.8935634
E05011476,2024-12,2.1816933
E05011476,2025-01,2.1934853
E05011476,2025-02,2.1934853
E05011477,2024-08,1.1787794
E05011477,2024-09,1.2773081
E05011477,2024-10,1.2939675
E05011477,2024-11,1.2939675
E05011477,2024-12,1.5036168
E05011477,2025-01,1.3743284
E05011477,2025-02,1.5750387
E05011478,2024-08,0.66859
E05011478,2024-09,0.78787315
E05011478,2024-10,0.84531087
E05011478,2024-11,0.79317117
E05011478,2024-12,0.8045325
E05011478,2025-01,0.8617398
E05011478,2025-02,0.79317117
E05011479,2024-08,6.893688
E05011479,2024-09,7.0835547
E05011479,2024-10,6.908512
E05011479,2024-11,7.0640626
E05011479,2024-12,7.069443
E05011479,2025-01,6.8469777
E05011479,2025-02,6.63968
E05011480,2024-08,0.7082793
E05011480,2024-09,0.786404
E05011480,2024-10,0.79170203
E05011480,2024-11,0.83286047
E05011480,2024-12,0.84422183
E05011480,2025-01,0.95356894
E05011480,2025-02,0.95356894
E05011481,2024-08,0.66859
E05011481,2024-09,0.7141633
E05011481,2024-10,0.7194613
E05011481,2024-11,0.7194613
E05011481,2024-12,0.7308227
E05011481,2025-01,0.7194613
E05011481,2025-02,0.7194613
E05011482,2024-08,0.8906257
E05011482,2024-09,0.96875024
E05011482,2024-10,1.0152069
E05011482,2024-11,1.026999
E05011482,2024-12,1.0787085
E05011482,2025-01,1.1359159
E05011482,2025-02,1.1359159
E05011483,2024-08,0.6087623
E05011483,2024-09,0.6543356
E05011483,2024-10,0.65963364
E05011483,2024-11,0.65963364
E05011483,2024-12,0.670995
E05011483,2025-01,0.65963364
E05011483,2025-02,0.65963364
E05011484,2024-08,1.4130806
E05011484,2024-09,1.4519794
E05011484,2024-10,1.4686388
E05011484,2024-11,1.5890712
E05011484,2024-12,1.6355735
E05011484,2025-01,1.8402932
E05011484,2025-02,1.7648965
E05011485,2024-08,2.3325868
E05011485,2024-09,2.5510368
E05011485,2024-10,2.7096212
E05011485,2024-11,2.6795592
E05011485,2024-12,2.9673848
E05011485,2025-01,2.773633
E05011485,2025-02,2.7427118
E05011486,2024-08,3.2531116
E05011486,2024-09,3.6202927
E05011486,2024-10,3.1298478
E05011486,2024-11,3.2326324
E05011486,2024-12,3.1918423
E05011486,2025-01,3.2070088
E05011486,2025-02,3.1753778
E05011487,2024-08,1.4718959
E05011487,2024-09,1.7174121
E05011487,2024-10,1.6976223
E05011487,2024-11,1.5870839
E05011487,2024-12,1.7584249
E05011487,2025-01,1.831631
E05011487,2025-02,1.831631
E05011488,2024-08,3.4601946
E05011488,2024-09,3.8802009
E05011488,2024-10,4.119237
E05011488,2024-11,3.9747736
E05011488,2024-12,4.067244
E05011488,2025-01,4.3445516
E05011488,2025-02,4.5105934
E05011489,2024-08,2.1981738
E05011489,2024-09,2.2808561
E05011489,2024-10,2.3296669
E05011489,2024-11,2.320749
E05011489,2024-12,2.2540338
E05011489,2025-01,2.3110554
E05011489,2025-02,2.4322653
E05013496,2024-08,3.3057432
E05013496,2024-09,3.1698186
E05013496,2024-10,2.8140142
E05013496,2024-11,2.8140142
E05013496,2024-12,2.9048789
E05013496,2025-01,3.1828027
E05013496,2025-02,3.0105805
E05013497,2024-08,1.4130806
E05013497,2024-09,1.5116092
E05013497,2024-10,1.3883609
E05013497,2024-11,1.5890712
E05013497,2024-12,1.5282686
E05013497,2025-01,1.4944931
E05013497,2025-02,1.6309253
E05013498,2024-08,4.097029
E05013498,2024-09,4.1363273
E05013498,2024-10,4.1077805
E05013498,2024-11,4.386558
E05013498,2024-12,4.5898914
E05013498,2025-01,5.198027
E05013498,2025-02,4.777439
E05013499,2024-08,9.996602
E05013499,2024-09,9.201992
E05013499,2024-10,9.127817
E05013499,2024-11,9.340716
E05013499,2024-12,9.095578
E05013499,2025-01,9.914304
E05013499,2025-02,8.952893
E05013500,2024-08,4.0786567
E05013500,2024-09,4.0779343
E05013500,2024-10,3.8392098
E05013500,2024-11,3.5056093
E05013500,2024-12,3.6405983
E05013500,2025-01,3.9517663
E05013500,2025-02,3.9825912
E05013501,2024-08,6.021794
E05013501,2024-09,5.6760163
E05013501,2024-10,5.6536746
E05013501,2024-11,6.502372
E05013501,2024-12,6.51589
E05013501,2025-01,6.20325
E05013501,2025-02,6.1543818
E05013502,2024-08,1.6182089
E05013502,2024-09,1.931089
E05013502,2024-10,1.7579378
E05013502,2024-11,1.9292789
E05013502,2024-12,2.0024846
E05013502,2025-01,2.23317
E05013502,2025-02,2.148687
E05013503,2024-08,19.442436
E05013503,2024-09,16.821724
E05013503,2024-10,12.481977
E05013503,2024-11,12.137661
E05013503,2024-12,13.110385
E05013503,2025-01,14.890618
E05013503,2025-02,14.120154
E05013504,2024-08,2.1294405
E05013504,2024-09,2.168542
E05013504,2024-10,2.7910185
E05013504,2024-11,2.564009
E05013504,2024-12,2.5411294
E05013504,2025-01,3.154115
E05013504,2025-02,2.6402197
E05013505,2024-08,0.87142956
E05013505,2024-09,0.9381927
E05013505,2024-10,0.9548521
E05013505,2024-11,1.1207457
E05013505,2024-12,0.9960107
E05013505,2025-01,1.3043025
E05013505,2025-02,1.2380891
E05013506,2024-08,1.2731727
E05013506,2024-09,1.2509927
E05013506,2024-10,1.2264936
E05013506,2024-11,1.267652
E05013506,2024-12,1.267652
E05013506,2025-01,1.267652
E05013506,2025-02,1.5712955
E05013507,2024-08,6.356308
E05013507,2024-09,6.4178276
E05013507,2024-10,6.234097
E05013507,2024-11,6.068771
E05013507,2024-12,6.2494907
E05013507,2025-01,6.1639786
E05013507,2025-02,5.832751
E05013508,2024-08,2.204636
E05013508,2024-09,2.2658312
E05013508,2024-10,2.3539653
E05013508,2024-11,2.3539653
E05013508,2024-12,2.6339843
E05013508,2025-01,2.7836673
E05013508,2025-02,2.9089866
E05013509,2024-08,4.7983437
E05013509,2024-09,4.342303
E05013509,2024-10,4.302773
E05013509,2024-11,3.9238415
E05013509,2024-12,3.829417
E05013509,2025-01,3.8904004
E05013509,2025-02,3.8065531
E05013510,2024-08,2.3528981
E05013510,2024-09,2.4439478
E05013510,2024-10,2.4964201
E05013510,2024-11,2.398202
E05013510,2024-12,2.398202
E05013510,2025-01,2.5339491
E05013510,2025-02,2.4392936
E05013511,2024-08,1.3304292
E05013511,2024-09,1.4200368
E05013511,2024-10,1.419958
E05013511,2024-11,1.4610496
E05013511,2024-12,1.419958
E05013511,2025-01,1.419958
E05013511,2025-02,1.419958
E05013512,2024-08,1.4885755
E05013512,2024-09,1.5871042
E05013512,2024-10,1.7728155
E05013512,2024-11,1.6037636
E05013512,2024-12,1.6037636
E05013512,2025-01,2.0276027
E05013512,2025-02,2.057745
E05013513,2024-08,1.8645939
E05013513,2024-09,1.9361448
E05013513,2024-10,1.8985441
E05013513,2024-11,1.8235995
E05013513,2024-12,1.8844023
E05013513,2025-01,1.8844023
E05013513,2025-02,1.8764832
E05013514,2024-08,1.4886341
E05013514,2024-09,1.5107948
E05013514,2024-10,1.4471763
E05013514,2024-11,1.6779486
E05013514,2024-12,1.8781332
E05013514,2025-01,2.057878
E05013514,2025-02,2.1406622
E05013515,2024-08,2.6055832
E05013515,2024-09,2.769144
E05013515,2024-10,2.8172975
E05013515,2024-11,2.7863762
E05013515,2024-12,2.9045038
E05013515,2025-01,2.934945
E05013515,2025-02,2.8503401
E05013516,2024-08,3.4518576
E05013516,2024-09,3.211869
E05013516,2024-10,3.2998421
E05013516,2024-11,3.470013
E05013516,2024-12,3.4013164
E05013516,2025-01,3.2227662
E05013516,2025-02,2.9565952
E05013517,2024-08,6.608485
E05013517,2024-09,6.2279687
E05013517,2024-10,6.161254
E05013517,2024-11,5.845648
E05013517,2024-12,6.4613137
E05013517,2025-01,6.8846865
E05013517,2025-02,6.3976865
E05013518,2024-08,1.1113055
E05013518,2024-09,1.2509927
E05013518,2024-10,1.267652
E05013518,2024-11,1.3883609
E05013518,2024-12,1.3883609
E05013518,2025-01,1.5759437
E05013518,2025-02,1.6359063
E05013519,2024-08,2.0008726
E05013519,2024-09,2.1102974
E05013519,2024-10,2.1619823
E05013519,2024-11,2.1816933
E05013519,2024-12,2.1816933
E05013519,2025-01,2.1208906
E05013519,2025-02,2.1816933
E05013520,2024-08,2.090806
E05013520,2024-09,2.2137764
E05013520,2024-10,2.4590046
E05013520,2024-11,2.9491615
E05013520,2024-12,3.2837303
E05013520,2025-01,3.2484486
E05013520,2025-02,3.4762301
E05013521,2024-08,2.8809652
E05013521,2024-09,2.6528828
E05013521,2024-10,2.994517
E05013521,2024-11,3.2635088
E05013521,2024-12,3.498605
E05013521,2025-01,3.433833
E05013521,2025-02,3.433833
E05013522,2024-08,4.2023525
E05013522,2024-09,3.7102995
E05013522,2024-10,3.8452098
E05013522,2024-11,3.8155706
E05013522,2024-12,4.4368634
E05013522,2025-01,4.1229134
E05013522,2025-02,4.264666
E05013523,2024-08,1.8306942
E05013523,2024-09,1.8733866
E05013523,2024-10,2.175303
E05013523,2024-11,2.2434695
E05013523,2024-12,2.5311303
E05013523,2025-01,2.5311303
E05013523,2025-02,2.5595727
E05013524,2024-08,2.110517
E05013524,2024-09,2.0132942
E05013524,2024-10,2.0603366
E05013524,2024-11,2.4590046
E05013524,2024-12,2.5611923
E05013524,2025-01,2.6323478
E05013524,2025-02,2.7495356
E05013525,2024-08,4.7737007
E05013525,2024-09,4.358428
E05013525,2024-10,3.9739878
E05013525,2024-11,3.9768486
E05013525,2024-12,4.6252856
E05013525,2025-01,4.7489924
E05013525,2025-02,4.214701
E05013526,2024-08,2.014992
E05013526,2024-09,2.3281176
E05013526,2024-10,2.4295754
E05013526,2024-11,2.455199
E05013526,2024-12,2.5347917
E05013526,2025-01,2.4018633
E05013526,2025-02,2.3680105
E05013527,2024-08,2.2646384
E05013527,2024-09,2.3876088
E05013527,2024-10,2.398202
E05013527,2024-11,2.4590046
E05013527,2024-12,2.4590046
E05013527,2025-01,2.398202
E05013527,2025-02,2.4590046
E05013528,2024-08,1.1524639
E05013528,2024-09,1.2098342
E05013528,2024-10,1.2264936
E05013528,2024-11,1.655027
E05013528,2024-12,1.6742079
E05013528,2025-01,1.7694463
E05013528,2025-02,1.7728155
E05013529,2024-08,1.3712753
E05013529,2024-09,1.5500817
E05013529,2024-10,1.6263711
E05013529,2024-11,1.863668
E05013529,2024-12,1.8566176
E05013529,2025-01,2.092517
E05013529,2025-02,2.149028
E05013530,2024-08,2.5055902
E05013530,2024-09,2.4727628
E05013530,2024-10,2.5198052
E05013530,2024-11,2.4500492
E05013530,2024-12,2.4184182
E05013530,2025-01,2.4184182
E05013530,2025-02,2.5108519
E05013531,2024-08,1.9393364
E05013531,2024-09,1.7108955
E05013531,2024-10,1.7579378
E05013531,2024-11,1.8187404
E05013531,2024-12,1.7579378
E05013531,2025-01,1.9407377
E05013531,2025-02,2.168398
E05013532,2024-08,1.1737831
E05013532,2024-09,1.1948221
E05013532,2024-10,1.4925526
E05013532,2024-11,1.419958
E05013532,2024-12,1.3603281
E05013532,2025-01,1.3603281
E05013532,2025-02,1.3603281
E05013533,2024-08,1.5669279
E05013533,2024-09,1.7724321
E05013533,2024-10,1.7830251
E05013533,2024-11,1.8241167
E05013533,2024-12,1.7830251
E05013533,2025-01,1.7830251
E05013533,2025-02,1.7830251
E05013534,2024-08,2.022622
E05013534,2024-09,1.9779257
E05013534,2024-10,1.9517622
E05013534,2024-11,2.239892
E05013534,2024-12,1.916719
E05013534,2025-01,1.916719
E05013534,2025-02,2.239892
E05013535,2024-08,1.9785429
E05013535,2024-09,2.3463876
E05013535,2024-10,2.3269188
E05013535,2024-11,2.3269188
E05013535,2024-12,2.3877215
E05013535,2025-01,2.4418852
E05013535,2025-02,2.4771576
E05013536,2024-08,7.2788644
E05013536,2024-09,7.233407
E05013536,2024-10,7.2744193
E05013536,2024-11,8.313498
E05013536,2024-12,8.3796015
E05013536,2025-01,8.882289
E05013536,2025-02,8.564557
E05013537,2024-08,5.8389025
E05013537,2024-09,5.5045176
E05013537,2024-10,6.4646306
E05013537,2024-11,6.435319
E05013537,2024-12,6.793697
E05013537,2025-01,6.295675
E05013537,2025-02,6.233694
E05013538,2024-08,6.0249915
E05013538,2024-09,6.0776777
E05013538,2024-10,5.781396
E05013538,2024-11,5.679229
E05013538,2024-12,5.628984
E05013538,2025-01,6.1824145
E05013538,2025-02,6.3265924
E05013539,2024-08,1.1113055
E05013539,2024-09,1.4081507
E05013539,2024-10,1.3883609
E05013539,2024-11,1.4001529
E05013539,2024-12,1.319792
E05013539,2025-01,1.6309253
E05013539,2025-02,1.4686388
E05013540,2024-08,3.004247
E05013540,2024-09,2.9381127
E05013540,2024-10,2.9946158
E05013540,2024-11,3.0262468
E05013540,2024-12,3.064781
E05013540,2025-01,3.1902225
E05013540,2025-02,3.8130534
E05013541,2024-08,3.5493956
E05013541,2024-09,3.011083
E05013541,2024-10,3.1397333
E05013541,2024-11,3.7867513
E05013541,2024-12,3.6773386
E05013541,2025-01,3.7984915
E05013541,2025-02,3.2878354
E05013542,2024-08,0.91258794
E05013542,2024-09,0.9381927
E05013542,2024-10,1.1775223
E05013542,2024-11,1.1167197
E05013542,2024-12,1.2548612
E05013542,2025-01,1.1969975
E05013542,2025-02,1.1969975
E05013543,2024-08,1.2443419
E05013543,2024-09,1.2746558
E05013543,2024-10,1.3031073
E05013543,2024-11,1.4117477
E05013543,2024-12,1.3623065
E05013543,2025-01,1.3509451
E05013543,2025-02,1.3509451
E05013544,2024-08,1.1266394
E05013544,2024-09,1.2251681
E05013544,2024-10,1.2939675
E05013544,2024-11,1.6292025
E05013544,2024-12,1.6211103
E05013544,2025-01,1.8801004
E05013544,2025-02,2.0435345
E05013545,2024-08,4.6423016
E05013545,2024-09,4.128012
E05013545,2024-10,4.301953
E05013545,2024-11,4.1394114
E05013545,2024-12,4.730458
E05013545,2025-01,5.194206
E05013545,2025-02,5.2437673
E05013546,2024-08,4.844007
E05013546,2024-09,4.784791
E05013546,2024-10,4.8563914
E05013546,2024-11,4.798773
E05013546,2024-12,4.6928
E05013546,2025-01,5.3104467
E05013546,2025-02,4.8022876
E05013547,2024-08,0.87142956
E05013547,2024-09,0.9381927
E05013547,2024-10,0.9548521
E05013547,2024-11,0.9548521
E05013547,2024-12,0.9548521
E05013547,2025-01,0.9960107
E05013547,2025-02,1.0078028
E05013548,2024-08,0.91258794
E05013548,2024-09,1.1365095
E05013548,2024-10,1.2087896
E05013548,2024-11,1.1285118
E05013548,2024-12,1.2083589
E05013548,2025-01,1.297719
E05013548,2025-02,1.2566274
E05013549,2024-08,1.059046
E05013549,2024-09,1.1258092
E05013549,2024-10,1.2718397
E05013549,2024-11,1.2110372
E05013549,2024-12,1.3026766
E05013549,2025-01,1.4117477
E05013549,2025-02,1.3627372
E05013550,2024-08,1.387256
E05013550,2024-09,1.5025228
E05013550,2024-10,2.06878
E05013550,2024-11,1.8899807
E05013550,2024-12,1.9307035
E05013550,2025-01,1.9335223
E05013550,2025-02,1.84031
E05013551,2024-08,1.5448489
E05013551,2024-09,1.6920612
E05013551,2024-10,1.6705346
E05013551,2024-11,1.7391034
E05013551,2024-12,1.7391034
E05013551,2025-01,1.880184
E05013551,2025-02,2.1140187
E05013552,2024-08,1.006906
E05013552,2024-09,1.0736692
E05013552,2024-10,1.1424686
E05013552,2024-11,1.2521287
E05013552,2024-12,1.2575395
E05013552,2025-01,1.2110372
E05013552,2025-02,1.3521178
E05013553,2024-08,3.1505246
E05013553,2024-09,3.1665466
E05013553,2024-10,2.9868839
E05013553,2024-11,2.754417
E05013553,2024-12,2.465334
E05013553,2025-01,2.5261366
E05013553,2025-02,2.3903894
E05013554,2024-08,1.5782899
E05013554,2024-09,1.5709875
E05013554,2024-10,1.8305324
E05013554,2024-11,1.8187404
E05013554,2024-12,1.8044401
E05013554,2025-01,1.792981
E05013554,2025-02,1.9269898
E05013555,2024-08,1.109624
E05013555,2024-09,1.0364794
E05013555,2024-10,1.0531387
E05013555,2024-11,1.0531387
E05013555,2024-12,1.3117127
E05013555,2025-01,1.1930465
E05013555,2025-02,1.1930465
E05013556,2024-08,1.1219525
E05013556,2024-09,1.39191
E05013556,2024-10,1.4925526
E05013556,2024-11,1.4925526
E05013556,2024-12,1.7110072
E05013556,2025-01,1.5282071
E05013556,2025-02,1.5282071
E05013557,2024-08,1.7504163
E05013557,2024-09,1.8733866
E05013557,2024-10,2.0417984
E05013557,2024-11,2.1629932
E05013557,2024-12,2.1479304
E05013557,2025-01,2.377009
E05013557,2025-02,2.2851722
E05013558,2024-08,1.8450897
E05013558,2024-09,1.96806
E05013558,2024-10,2.1513999
E05013558,2024-11,2.8289826
E05013558,2024-12,2.462972
E05013558,2025-01,2.4858959
E05013558,2025-02,2.923445
E05013559,2024-08,2.3833387
E05013559,2024-09,2.4308407
E05013559,2024-10,2.477883
E05013559,2024-11,2.5189748
E05013559,2024-12,2.5386858
E05013559,2025-01,2.6408734
E05013559,2025-02,2.5761013
E05013560,2024-08,0.87142956
E05013560,2024-09,0.9381927
E05013560,2024-10,0.9548521
E05013560,2024-11,0.9548521
E05013560,2024-12,1.0073721
E05013560,2025-01,1.048151
E05013560,2025-02,1.048151
E05013561,2024-08,4.4778857
E05013561,2024-09,4.9032717
E05013561,2024-10,4.774671
E05013561,2024-11,4.6297526
E05013561,2024-12,4.3508644
E05013561,2025-01,4.6038194
E05013561,2025-02,4.850262
E05013562,2024-08,4.9503083
E05013562,2024-09,4.580572
E05013562,2024-10,4.5170803
E05013562,2024-11,4.6042695
E05013562,2024-12,5.03774
E05013562,2025-01,4.9426312
E05013562,2025-02,4.3508806
E05013563,2024-08,1.7504163
E05013563,2024-09,1.8733866
E05013563,2024-10,1.920429
E05013563,2024-11,2.1211393
E05013563,2024-12,2.1479304
E05013563,2025-01,2.2026846
E05013563,2025-02,2.2096772
E05013564,2024-08,1.6622224
E05013564,2024-09,1.8001773
E05013564,2024-10,1.8186893
E05013564,2024-11,1.8794922
E05013564,2024-12,2.0632362
E05013564,2025-01,2.8927019
E05013564,2025-02,2.4916036
E05013565,2024-08,1.1810398
E05013565,2024-09,1.2591642
E05013565,2024-10,1.3169152
E05013565,2024-11,1.3366262
E05013565,2024-12,1.3634175
E05013565,2025-01,1.4586234
E05013565,2025-02,1.5321622
E05013566,2024-08,1.2251983
E05013566,2024-09,1.2919614
E05013566,2024-10,1.3086208
E05013566,2024-11,1.3497124
E05013566,2024-12,1.3497124
E05013566,2025-01,1.3086208
E05013566,2025-02,1.3694234
E05013567,2024-08,1.4130806
E05013567,2024-09,1.5283474
E05013567,2024-10,1.5282686
E05013567,2024-11,1.5282686
E05013567,2024-12,1.5282686
E05013567,2025-01,1.5282686
E05013567,2025-02,1.5282686
E05013568,2024-08,0.59740096
E05013568,2024-09,0.64297426
E05013568,2024-10,0.65963364
E05013568,2024-11,0.65963364
E05013568,2024-12,0.670995
E05013568,2025-01,0.65963364
E05013568,2025-02,0.65963364
E05013569,2024-08,1.6949273
E05013569,2024-09,1.6097118
E05013569,2024-10,2.0250394
E05013569,2024-11,2.0053284
E05013569,2024-12,1.8101153
E05013569,2025-01,1.8709182
E05013569,2025-02,1.8512071
E05013570,2024-08,0.6087623
E05013570,2024-09,0.64297426
E05013570,2024-10,0.65963364
E05013570,2024-11,0.65963364
E05013570,2024-12,0.65963364
E05013570,2025-01,0.65963364
E05013570,2025-02,0.65963364
E05013571,2024-08,0.7287124
E05013571,2024-09,0.80683696
E05013571,2024-10,0.82349634
E05013571,2024-11,0.82349634
E05013571,2024-12,0.82349634
E05013571,2025-01,0.82349634
E05013571,2025-02,0.82349634
E05013572,2024-08,1.041132
E05013572,2024-09,1.0506878
E05013572,2024-10,1.0673472
E05013572,2024-11,1.1967185
E05013572,2024-12,1.2161937
E05013572,2025-01,1.1824182
E05013572,2025-02,1.1359159
E05013573,2024-08,0.59740096
E05013573,2024-09,0.64297426
E05013573,2024-10,0.65963364
E05013573,2024-11,0.65963364
E05013573,2024-12,0.65963364
E05013573,2025-01,0.65963364
E05013573,2025-02,0.65963364
E05013574,2024-08,0.7504138
E05013574,2024-09,0.82853824
E05013574,2024-10,0.8451976
E05013574,2024-11,0.8451976
E05013574,2024-12,0.856559
E05013574,2025-01,0.8451976
E05013574,2025-02,0.8863561
E05013575,2024-08,1.4718959
E05013575,2024-09,1.5704246
E05013575,2024-10,1.5870839
E05013575,2024-11,1.6281755
E05013575,2024-12,1.5984453
E05013575,2025-01,1.6829299
E05013575,2025-02,1.5870839
E05013576,2024-08,2.1011312
E05013576,2024-09,3.0701015
E05013576,2024-10,2.7783585
E05013576,2024-11,2.7933457
E05013576,2024-12,2.3273895
E05013576,2025-01,2.3881922
E05013576,2025-02,2.526961
E05013577,2024-08,0.65722865
E05013577,2024-09,0.70280194
E05013577,2024-10,0.7194613
E05013577,2024-11,0.7606198
E05013577,2024-12,0.7606198
E05013577,2025-01,0.7606198
E05013577,2025-02,0.7606198
E05013578,2024-08,1.1982929
E05013578,2024-09,1.2517601
E05013578,2024-10,1.2087896
E05013578,2024-11,1.1167197
E05013578,2024-12,1.1167197
E05013578,2025-01,1.1167197
E05013578,2025-02,1.1089536
E05013579,2024-08,0.7082793
E05013579,2024-09,0.77504265
E05013579,2024-10,0.83286047
E05013579,2024-11,0.83286047
E05013579,2024-12,0.9315026
E05013579,2025-01,0.8850002
E05013579,2025-02,1.0749387
E05013580,2024-08,1.9887265
E05013580,2024-09,2.1459618
E05013580,2024-10,2.1976466
E05013580,2024-11,2.156555
E05013580,2024-12,2.083349
E05013580,2025-01,1.8941845
E05013580,2025-02,1.9549873
E05013581,2024-08,1.9993157
E05013581,2024-09,2.1779656
E05013581,2024-10,2.1963713
E05013581,2024-11,2.2315505
E05013581,2024-12,2.2315505
E05013581,2025-01,2.2315505
E05013581,2025-02,2.0958033
E05013582,2024-08,1.8981965
E05013582,2024-09,1.9050426
E05013582,2024-10,1.9825045
E05013582,2024-11,1.964237
E05013582,2024-12,2.0053284
E05013582,2025-01,2.0125663
E05013582,2025-02,1.9942963
E05013583,2024-08,1.8462107
E05013583,2024-09,1.5704246
E05013583,2024-10,1.5870839
E05013583,2024-11,1.7036706
E05013583,2024-12,1.5870839
E05013583,2025-01,1.7036706
E05013583,2025-02,1.7233816
E05013584,2024-08,1.173205
E05013584,2024-09,1.7637311
E05013584,2024-10,1.6441635
E05013584,2024-11,1.6062849
E05013584,2024-12,1.6355844
E05013584,2025-01,1.4403714
E05013584,2025-02,1.4403714
E05013585,2024-08,1.3304292
E05013585,2024-09,1.41466
E05013585,2024-10,1.419958
E05013585,2024-11,1.8727902
E05013585,2024-12,1.6888391
E05013585,2025-01,1.8907522
E05013585,2025-02,1.6037023
E05013586,2024-08,2.4693072
E05013586,2024-09,2.6827826
E05013586,2024-10,2.9561336
E05013586,2024-11,3.706361
E05013586,2024-12,3.2394974
E05013586,2025-01,3.1406837
E05013586,2025-02,3.7206886
E05013587,2024-08,3.0209851
E05013587,2024-09,3.048158
E05013587,2024-10,3.0262468
E05013587,2024-11,3.265167
E05013587,2024-12,3.9657416
E05013587,2025-01,3.715619
E05013587,2025-02,3.549535
E05013588,2024-08,5.0153184
E05013588,2024-09,4.9836874
E05013588,2024-10,5.129666
E05013588,2024-11,5.613951
E05013588,2024-12,5.7704854
E05013588,2025-01,6.0695252
E05013588,2025-02,5.7398243
E05013589,2024-08,3.049933
E05013589,2024-09,3.0932856
E05013589,2024-10,3.3168335
E05013589,2024-11,3.5644767
E05013589,2024-12,4.44152
E05013589,2025-01,4.0553694
E05013589,2025-02,4.3396463
E05013590,2024-08,4.8591948
E05013590,2024-09,4.851593
E05013590,2024-10,4.413818
E05013590,2024-11,4.4679813
E05013590,2024-12,4.978319
E05013590,2025-01,4.7702813
E05013590,2025-02,4.4211693
E05013591,2024-08,4.294114
E05013591,2024-09,3.593777
E05013591,2024-10,3.5217097
E05013591,2024-11,3.4979837
E05013591,2024-12,3.4042835
E05013591,2025-01,3.4042835
E05013591,2025-02,3.3196785
E05013592,2024-08,3.0863822
E05013592,2024-09,3.1249163
E05013592,2024-10,3.1217058
E05013592,2024-11,3.0916438
E05013592,2024-12,3.4974203
E05013592,2025-01,3.676652
E05013592,2025-02,3.6055508
E05013593,2024-08,4.6589937
E05013593,2024-09,5.2026205
E05013593,2024-10,4.909664
E05013593,2024-11,4.7216525
E05013593,2024-12,4.44604
E05013593,2025-01,4.5258274
E05013593,2025-02,4.649835
E05013594,2024-08,3.1600876
E05013594,2024-09,3.3365202
E05013594,2024-10,3.1940134
E05013594,2024-11,3.2326324
E05013594,2024-12,3.0695603
E05013594,2025-01,3.2025704
E05013594,2025-02,3.145316
E05013595,2024-08,5.7392735
E05013595,2024-09,5.732451
E05013595,2024-10,6.082526
E05013595,2024-11,6.5896773
E05013595,2024-12,6.6031957
E05013595,2025-01,6.55817
E05013595,2025-02,6.277225
E05013596,2024-08,5.7406015
E05013596,2024-09,5.680924
E05013596,2024-10,5.462797
E05013596,2024-11,5.099051
E05013596,2024-12,5.4657426
E05013596,2025-01,5.89314
E05013596,2025-02,5.4094734
E05013597,2024-08,7.635302
E05013597,2024-09,8.124331
E05013597,2024-10,7.5082436
E05013597,2024-11,7.7178526
E05013597,2024-12,7.6047606
E05013597,2025-01,8.031396
E05013597,2025-02,7.169277
E05013598,2024-08,5.539621
E05013598,2024-09,7.3694468
E05013598,2024-10,6.3921237
E05013598,2024-11,7.122388
E05013598,2024-12,6.3010526
E05013598,2025-01,6.557518
