ward_id,year_month,predicted_density
E05009324,2024-11,3.3477547
E05009324,2024-12,4.2585616
E05009324,2025-01,4.571961
E05009324,2025-02,4.17002
E05009325,2024-08,10.15814
E05009325,2024-09,10.530385
E05009325,2024-10,9.023282
E05009325,2024-11,9.099914
E05009325,2024-12,9.6462145
E05009325,2025-01,10.588102
E05009325,2025-02,10.035309
E05009326,2024-08,10.547413
E05009326,2024-09,10.555286
E05009326,2024-10,9.523619
E05009326,2024-11,10.885797
E05009326,2024-12,11.578643
E05009326,2025-01,12.455443
E05009326,2025-02,12.10944
E05009327,2024-08,10.201523
E05009327,2024-09,9.814082
E05009327,2024-10,9.454524
E05009327,2024-11,9.646907
E05009327,2024-12,10.437844
E05009327,2025-01,11.027634
E05009327,2025-02,10.306862
E05009328,2024-08,3.585664
E05009328,2024-09,3.3356764
E05009328,2024-10,2.9735866
E05009328,2024-11,3.1490564
E05009328,2024-12,2.8986423
E05009328,2025-01,2.8228865
E05009328,2025-02,3.3830256
E05009329,2024-08,7.997785
E05009329,2024-09,7.890573
E05009329,2024-10,8.140822
E05009329,2024-11,9.097872
E05009329,2024-12,9.024022
E05009329,2025-01,9.571964
E05009329,2025-02,9.266519
E05009330,2024-08,6.369107
E05009330,2024-09,6.8527856
E05009330,2024-10,6.3797135
E05009330,2024-11,6.5718746
E05009330,2024-12,6.611784
E05009330,2025-01,6.8880177
E05009330,2025-02,6.827226
E05009331,2024-08,14.126681
E05009331,2024-09,14.883711
E05009331,2024-10,13.927598
E05009331,2024-11,13.103922
E05009331,2024-12,14.083523
E05009331,2025-01,13.817601
E05009331,2025-02,14.671606
E05009332,2024-08,10.071432
E05009332,2024-09,8.316693
E05009332,2024-10,8.072367
E05009332,2024-11,8.227685
E05009332,2024-12,8.402008
E05009332,2025-01,9.330032
E05009332,2025-02,8.686435
E05009333,2024-08,11.73546
E05009333,2024-09,11.567724
E05009333,2024-10,11.935684
E05009333,2024-11,11.618367
E05009333,2024-12,12.589745
E05009333,2025-01,14.059517
E05009333,2025-02,13.056405
E05009334,2024-08,8.302526
E05009334,2024-09,7.1451726
E05009334,2024-10,8.049893
E05009334,2024-11,8.074903
E05009334,2024-12,7.9169345
E05009334,2025-01,8.19665
E05009334,2025-02,8.366533
E05009335,2024-08,18.26846
E05009335,2024-09,19.77727
E05009335,2024-10,21.886667
E05009335,2024-11,20.655554
E05009335,2024-12,21.532654
E05009335,2025-01,25.866335
E05009335,2025-02,26.4897
E05009336,2024-08,12.631496
