ward_code,ward_name,2007,2010,2015,2019,pct_change_2007_2019,rank_2007,rank_2010,rank_2015,rank_2019,predicted_rank_2024,predicted_rank_2024_int,r1,r2,r3,mean_annual_rate,imd_est_2024,rank_est_2024
E05013590,Harringay,33.42379153889065,35.37114418438092,28.969227126348084,25.518729661477373,-23.65100281401422,186.0,155.0,228.0,221.0,202.20000000000002,187.0,0.019055408290949316,-0.03914565131206671,-0.031208018471579835,-0.017099420497565743,23.410301486514737,233.0
E05013591,Hermitage & Gardens,13.73245826634691,13.090271341192548,21.131463828737992,18.063880205206168,31.54148991279984,533.0,538.0,365.0,385.0,441.20000000000005,455.0,-0.01583755863143277,0.10051555853413796,-0.03845333606790924,0.015408221278265318,19.499093477272023,312.0
E05013592,Highgate,161.53928858247565,147.71674437750022,137.5165130882707,127.43308658157513,-21.11325504785001,17.0,21.0,30.0,25.0,23.6,16.0,-0.029377128966248445,-0.01420860046791883,-0.018858066428761977,-0.020814598620976416,114.71147186845394,30.0
E05013593,Hornsey,33.84123436159526,33.876772980648866,28.356042204440502,25.52164779930808,-24.58416993125011,180.0,175.0,235.0,220.0,206.0,192.0,0.0003499299655849164,-0.0349524421144799,-0.025984710437205405,-0.020195740862033462,23.04651836878072,237.0
E05013594,Muswell Hill,18.84600602524689,19.22438609989496,14.590638498944251,13.960801434463464,-25.921697065357,427.0,407.0,508.0,498.0,467.6,478.0,0.0066481927735868585,-0.053666174999862704,-0.01097102926511273,-0.019329670497129525,12.662677000365123,499.0
E05013595,Noel Park,62.18405787708394,63.9629452619585,54.89477968940998,49.69149415081462,-20.08965666242421,47.0,45.0,64.0,47.0,50.0,35.0,0.009446092936394868,-0.03011438372779196,-0.02458876794487974,-0.015085686245425611,46.0547364113316,55.0
E05013596,Northumberland Park,53.73297846635432,54.76737053170868,51.79068890530516,45.099312012728014,-16.0677235843764,60.0,55.0,68.0,54.0,58.2,42.0,0.006376125225235674,-0.011114612389945822,-0.03399459315763187,-0.012911026774114006,42.262133634564236,61.0
E05013597,St Ann's,2.1434695119581133,2.199147189520533,21.838892379389232,18.05122264435524,742.1497270500009,673.0,671.0,348.0,386.0,492.80000000000007,508.0,0.008584591612659898,0.582687827023364,-0.046503718542705075,0.18158956669777293,41.57572781295228,65.0
E05013598,Seven Sisters,22.0750401743689,21.428146847483507,20.982810035266738,18.45939229638684,-16.37889602656375,370.0,357.0,370.0,372.0,368.20000000000005,375.0,-0.009865095973729643,-0.004191550487075424,-0.031524948168999534,-0.015193864876601534,17.099016323919614,375.0
E05013599,South Tottenham,38.30814103984029,37.95541916816038,34.58334359723335,30.285860662281227,-20.94145045883571,135.0,130.0,159.0,152.0,145.6,128.0,-0.0030786319832779574,-0.01843596439354933,-0.032628618669948706,-0.01804773834892533,27.64978722933451,162.0
E05013600,Stroud Green,26.650972353536925,27.371733137319527,20.847009928167232,19.521082240908115,-26.75283294751001,270.0,251.0,374.0,343.0,316.20000000000005,322.0,0.008934747874945526,-0.0530036715773724,-0.016294658806472517,-0.020121194169633132,17.63460402823422,360.0
E05013601,Tottenham Central,44.92475687315296,45.23432409640278,41.17652439702172,36.22936509965263,-19.35545649818909,87.0,83.0,102.0,82.0,87.20000000000002,67.0,0.002291675383261804,-0.01862200409840109,-0.03149301046480546,-0.015941113059981582,33.4322928355375,100.0
E05013602,Tottenham Hale,23.56725199381928,24.080818913020487,21.91729238537294,18.671562213858174,-20.773273783659807,334.0,312.0,346.0,369.0,346.0,350.0,0.007211715694170895,-0.018651800725106527,-0.039276445383976455,-0.01690551013830403,17.145768898434884,373.0
E05013603,West Green,41.321352570875526,43.18947209119063,38.66418027089168,34.68259103779328,-16.066176734402045,119.0,95.0,113.0,97.0,104.20000000000002,80.0,0.014848285320602672,-0.021893416092733653,-0.0268031781935143,-0.011282769655215094,32.76966851216134,102.0
E05013604,White Hart Lane,76.72373368339674,79.41278311467185,70.95388720597673,66.30009126960303,-13.585942593470818,39.0,38.0,50.0,39.0,41.0,29.0,0.011548931845162702,-0.022274020069675937,-0.016816722452939192,-0.00918060355915081,63.31208636369199,40.0
E05013605,Woodside,152.8465147867001,158.69789549792546,139.81153787875053,131.0168857577544,-14.2820587433147,19.0,16.0,27.0,21.0,20.8,13.0,0.012601444086844715,-0.025023003668929622,-0.01611109131071009,-0.009510883630931666,124.90384598901213,24.0
E05013606,Bedfont,32.92321322284956,32.183346861814314,32.81432960992642,30.31553485358077,-7.920485620944769,197.0,195.0,178.0,150.0,174.0,157.0,-0.007547651504675734,0.0038907810676380716,-0.019606496711349064,-0.007754455716128909,29.158220891671466,140.0
E05013607,Brentford East,6.590470230551291,5.882056007677974,5.826030131981414,6.175659912533458,-6.294092887255692,653.0,661.0,672.0,664.0,662.8000000000001,666.0,-0.03719666869120852,-0.0019122755577561934,0.014676638199331071,-0.008144102016544549,5.928246760170176,661.0
E05013608,Brentford West,12.831234066587989,11.689007634941014,11.41337301275807,11.93522552493485,-6.98302701831546,548.0,568.0,577.0,548.0,557.8000000000001,565.0,-0.03059987446495971,-0.004761257628184357,0.011239801333250421,-0.008040443586631215,11.463057168565461,531.0
E05013609,Chiswick Gunnersbury,24.78609068204719,23.25741447233316,22.225791074761187,21.356888549031822,-13.835187553393288,299.0,327.0,344.0,305.0,316.0,321.0,-0.0209960003362325,-0.00903307611218096,-0.009920226290240697,-0.013316434246218053,19.97227119233615,299.0
E05013610,Chiswick Homefields,19.938846568789927,18.6669057446802,17.906183525695333,16.607498501209665,-16.70782738653893,407.0,421.0,442.0,430.0,426.0,435.0,-0.02173293080842187,-0.00828669610242816,-0.01864690242428202,-0.016222176445044017,15.303450530461665,430.0
E05013611,Chiswick Riverside,11.663919811750342,11.53005379881662,11.114933872151328,10.384780255679775,-10.96663537400135,572.0,571.0,587.0,587.0,580.8,588.0,-0.003840373543374076,-0.007306656100520836,-0.01684360831076892,-0.009330212651554612,9.909275509424223,579.0
E05013612,Cranford,33.043645289953126,30.91312249789073,31.73406458940136,27.94217734093837,-15.438574964263536,194.0,204.0,187.0,178.0,188.2,171.0,-0.02197120571174771,0.005255748560626605,-0.0313126333369077,-0.016009363496009604,25.77597331952473,201.0
